genre	rating	review
Biography	10	>
Drama	10	I thought hmmmm, if girls like them, they must be crap.
Drama	10	Soon after while on vacation with the family at a military cafeteria in Ismir
Drama	10	Having read the definitive book of their beginnings (by Davis)
Drama	10	>
Music	10	I thought hmmmm, if girls like them, they must be crap.
Music	10	Soon after while on vacation with the family at a military cafeteria in Ismir
Music	10	Having read the definitive book of their beginnings (by Davis)
Music	10	>
Comedy	7	Think Pierce Brosnan
Comedy	7	and you think suave, dapper, intelligent James Bond.
Crime	7	Think Pierce Brosnan
Crime	7	and you think suave, dapper, intelligent James Bond.
Thriller	7	Think Pierce Brosnan
Thriller	7	and you think suave, dapper, intelligent James Bond.
Action	8	It is one of the greatest adventure comic strips of all time.
Action	8	He is a Modesty Blaise fan, and picked a good writer and director.
Action	8	All things considered, worth 8 stars.
Crime	8	It is one of the greatest adventure comic strips of all time.
Crime	8	He is a Modesty Blaise fan, and picked a good writer and director.
Crime	8	All things considered, worth 8 stars.
Drama	8	It is one of the greatest adventure comic strips of all time.
Drama	8	He is a Modesty Blaise fan, and picked a good writer and director.
Drama	8	All things considered, worth 8 stars.
Adventure	10	The Return.
Comedy	10	The Return.
Fantasy	10	The Return.
Documentary	8	-English they speak.
Crime	7	In this little film we have some great characters but a very shallow plot.
Crime	7	This makes the viewer forget the nonexistent realism that this movie supposedly is for.
Drama	7	In this little film we have some great characters but a very shallow plot.
Drama	7	This makes the viewer forget the nonexistent realism that this movie supposedly is for.
Romance	7	In this little film we have some great characters but a very shallow plot.
Romance	7	This makes the viewer forget the nonexistent realism that this movie supposedly is for.
Comedy	9	Harvey Keital's best performance so far the new century.
Comedy	9	Very nicely photographed, a beautiful snap-shot of pre-Castro Cuba.
Comedy	9	understand.the script is strong and filled with humor, the direction is crisp.
Comedy	9	Unfortunately, this just makes the film a little less convincing.
Comedy	9	Recommended.
Drama	9	Harvey Keital's best performance so far the new century.
Drama	9	Very nicely photographed, a beautiful snap-shot of pre-Castro Cuba.
Drama	9	understand.the script is strong and filled with humor, the direction is crisp.
Drama	9	Unfortunately, this just makes the film a little less convincing.
Drama	9	Recommended.
Documentary	9	This guy should never have been given a Thesaurus.
Documentary	9	Cut to Noll and you know you're in for a treat!
Documentary	9	The use of old film clips throughout was masterfully done.
History	9	This guy should never have been given a Thesaurus.
History	9	Cut to Noll and you know you're in for a treat!
History	9	The use of old film clips throughout was masterfully done.
Sport	9	This guy should never have been given a Thesaurus.
Sport	9	Cut to Noll and you know you're in for a treat!
Sport	9	The use of old film clips throughout was masterfully done.
Adventure	10	This was a very funny movie based on the classic series!
Adventure	10	Johnny Knoxville and Seann William Scott were hilarious together.
Adventure	10	Bo and Luke Duke help Uncle Jesse run Moonshine in the General Lee.
Adventure	10	Other than that, I highly recommend THE DUKES OF HAZZARD!!!
Comedy	10	This was a very funny movie based on the classic series!
Comedy	10	Johnny Knoxville and Seann William Scott were hilarious together.
Comedy	10	Bo and Luke Duke help Uncle Jesse run Moonshine in the General Lee.
Comedy	10	Other than that, I highly recommend THE DUKES OF HAZZARD!!!
Comedy	9	Well-filmed and well-paced too.
Comedy	9	It had the audience laughing the whole time.
Comedy	9	See it if you can.
Comedy	9	(I particularly liked the "Candy bar!
Comedy	9	Candy bar!
Comedy	9	" scene.)
Fantasy	9	Well-filmed and well-paced too.
Fantasy	9	It had the audience laughing the whole time.
Fantasy	9	See it if you can.
Fantasy	9	(I particularly liked the "Candy bar!
Fantasy	9	Candy bar!
Fantasy	9	" scene.)
Drama	10	It was so touching and beautiful.
Drama	10	I strongly recommend seeing for all.
Drama	10	It's a movie to watch with your family by far.
Romance	10	It was so touching and beautiful.
Romance	10	I strongly recommend seeing for all.
Romance	10	It's a movie to watch with your family by far.
Drama	8	I especially enjoyed the built up to and the ending itself.
Drama	8	Its different but enjoyable.
Drama	8	Ignore any bad reviews you may hear.
Drama	8	Watch it for yourself and make judgement then
Mystery	8	I especially enjoyed the built up to and the ending itself.
Mystery	8	Its different but enjoyable.
Mystery	8	Ignore any bad reviews you may hear.
Mystery	8	Watch it for yourself and make judgement then
Sci-Fi	8	I especially enjoyed the built up to and the ending itself.
Sci-Fi	8	Its different but enjoyable.
Sci-Fi	8	Ignore any bad reviews you may hear.
Sci-Fi	8	Watch it for yourself and make judgement then
Comedy	10	I instantly fell in love with "Pushing Daisies".
Comedy	10	But "Pushing Daisies" is more than it's parts.
Comedy	10	It has a certain charm that I really enjoy
Drama	10	I instantly fell in love with "Pushing Daisies".
Drama	10	But "Pushing Daisies" is more than it's parts.
Drama	10	It has a certain charm that I really enjoy
Fantasy	10	I instantly fell in love with "Pushing Daisies".
Fantasy	10	But "Pushing Daisies" is more than it's parts.
Fantasy	10	It has a certain charm that I really enjoy
Action	10	It was dark, dramatic and gripping.
Action	10	, however he is quite compelling in this role.
Action	10	Naomi Watts is great in a supporting role as Kelly's society lover.
Action	10	Highly recommended - and that's from an Aussie!
Adventure	10	It was dark, dramatic and gripping.
Adventure	10	, however he is quite compelling in this role.
Adventure	10	Naomi Watts is great in a supporting role as Kelly's society lover.
Adventure	10	Highly recommended - and that's from an Aussie!
Biography	10	It was dark, dramatic and gripping.
Biography	10	, however he is quite compelling in this role.
Biography	10	Naomi Watts is great in a supporting role as Kelly's society lover.
Biography	10	Highly recommended - and that's from an Aussie!
Biography	10	"
Biography	10	Tintin and I" first of all struck me as a masterpiece documentary.
Biography	10	Hergé lived the turbulent life of a true, suffering artist.
Documentary	10	"
Documentary	10	Tintin and I" first of all struck me as a masterpiece documentary.
Documentary	10	Hergé lived the turbulent life of a true, suffering artist.
Mystery	8	And it's still worth watching.
Sci-Fi	8	And it's still worth watching.
Thriller	8	And it's still worth watching.
Adventure	7	The way it shows the various communities leaving together in Thailand is very interesting...
Adventure	7	The wardrobe is fine.
Adventure	7	The film is also done locally in Thailand in a reasonable production.
Adventure	7	The scene with the elefant as executors is very interesting.
Adventure	7	It is fun
Drama	7	The way it shows the various communities leaving together in Thailand is very interesting...
Drama	7	The wardrobe is fine.
Drama	7	The film is also done locally in Thailand in a reasonable production.
Drama	7	The scene with the elefant as executors is very interesting.
Drama	7	It is fun
Drama	7	This film, I think, is a small thank you.
Romance	7	This film, I think, is a small thank you.
War	7	This film, I think, is a small thank you.
Sci-Fi	7	I agree with "Jerry.
Sci-Fi	7	"
Sci-Fi	7	There is at least one funny moment.
Thriller	7	I agree with "Jerry.
Thriller	7	"
Thriller	7	There is at least one funny moment.
Action	9	The story is well told, and complete.
Action	9	See this one at all costs.
Action	9	Heck, my wife even enjoyed it.
Action	9	Wu Du it!
Action	9	9 out of 10
Action	10	For a first film in a proposed series it achieves the right balance.
Action	10	Alexandra Staden as Modesty is stunningly beautiful and an excellent choice.
Action	10	I'm looking forward to the next film.
Crime	10	For a first film in a proposed series it achieves the right balance.
Crime	10	Alexandra Staden as Modesty is stunningly beautiful and an excellent choice.
Crime	10	I'm looking forward to the next film.
Drama	10	For a first film in a proposed series it achieves the right balance.
Drama	10	Alexandra Staden as Modesty is stunningly beautiful and an excellent choice.
Drama	10	I'm looking forward to the next film.
Action	8	Shelley Winters seems miscast here and the purpose of her role is rather obscure.
Drama	8	Shelley Winters seems miscast here and the purpose of her role is rather obscure.
Western	8	Shelley Winters seems miscast here and the purpose of her role is rather obscure.
Action	9	i would definitely recommend to those looking for a stylish and action packed movie.
Action	9	Makes you think about what is life about really.
Crime	9	i would definitely recommend to those looking for a stylish and action packed movie.
Crime	9	Makes you think about what is life about really.
Drama	9	i would definitely recommend to those looking for a stylish and action packed movie.
Drama	9	Makes you think about what is life about really.
Adventure	10	It will not only touch your heart
Comedy	10	It will not only touch your heart
Drama	10	It will not only touch your heart
Comedy	9	Otherwise it would be a perfect 10.
Comedy	9	It's a fantastic movie everyone should see at least once.
Comedy	9	I'd recommend not drinking anything that would sting coming out your nose.
Romance	9	Otherwise it would be a perfect 10.
Romance	9	It's a fantastic movie everyone should see at least once.
Romance	9	I'd recommend not drinking anything that would sting coming out your nose.
Adventure	10	His subsequent books were not as powerful, but showed his continuing quest.
Documentary	10	His subsequent books were not as powerful, but showed his continuing quest.
Romance	10	His subsequent books were not as powerful, but showed his continuing quest.
Comedy	10	Luckily, I caught the series from episode one and followed it avidly.
Comedy	10	Very, very frustrating.
Comedy	10	Anyway, I loved both series and never forgot it.
Comedy	10	Well, both series are now available on DVD.
Comedy	10	http://www.replaydvd.co.uk/joking_apart_S1.htm
Biography	10	The movie is impressive, not least because it actually happened.
Biography	10	It reminds me of the story of Anne Frank.
Drama	10	The movie is impressive, not least because it actually happened.
Drama	10	It reminds me of the story of Anne Frank.
War	10	The movie is impressive, not least because it actually happened.
War	10	It reminds me of the story of Anne Frank.
Horror	7	If you like horror films shot in England, give it a go.
Comedy	10	Melissa Joan Hart shines!
Comedy	10	This show is amazing!!
Comedy	10	There is no match.
Comedy	10	Except for maybe Melissa in Clarissa Explains it All.
Comedy	10	She was marvelous in that, too.
Comedy	10	This is SO much better than Buffy, the Vampire Slayer.
Comedy	10	This show is WONDERFUL!
Family	10	Melissa Joan Hart shines!
Family	10	This show is amazing!!
Family	10	There is no match.
Family	10	Except for maybe Melissa in Clarissa Explains it All.
Family	10	She was marvelous in that, too.
Family	10	This is SO much better than Buffy, the Vampire Slayer.
Family	10	This show is WONDERFUL!
Fantasy	10	Melissa Joan Hart shines!
Fantasy	10	This show is amazing!!
Fantasy	10	There is no match.
Fantasy	10	Except for maybe Melissa in Clarissa Explains it All.
Fantasy	10	She was marvelous in that, too.
Fantasy	10	This is SO much better than Buffy, the Vampire Slayer.
Fantasy	10	This show is WONDERFUL!
Thriller	7	it has its own unique edge and I found that it was entertaining.
Thriller	7	it made me spend most of the film trying to work it out.
Adventure	10	James Dickey is a wonderfully descriptive author.
Adventure	10	The camera is as descriptive as the narration.
Adventure	10	The characters are fully realized, and the portrayals are fantastic.
Adventure	10	I first saw this movie in 1992, after my freshman year of college.
Adventure	10	This one was easily the class of the group.
Adventure	10	That says a lot.
Drama	10	James Dickey is a wonderfully descriptive author.
Drama	10	The camera is as descriptive as the narration.
Drama	10	The characters are fully realized, and the portrayals are fantastic.
Drama	10	I first saw this movie in 1992, after my freshman year of college.
Drama	10	This one was easily the class of the group.
Drama	10	That says a lot.
Thriller	10	James Dickey is a wonderfully descriptive author.
Thriller	10	The camera is as descriptive as the narration.
Thriller	10	The characters are fully realized, and the portrayals are fantastic.
Thriller	10	I first saw this movie in 1992, after my freshman year of college.
Thriller	10	This one was easily the class of the group.
Thriller	10	That says a lot.
Adventure	9	This movie is pure 70's.
Horror	9	This movie is pure 70's.
Sci-Fi	9	This movie is pure 70's.
Comedy	10	This is a movie for Canadians and Americans alike.
Comedy	8	Almost the entire film takes place in a public bathhouse in China.
Comedy	8	An estranged son returns home when he believes his father is dying.
Comedy	8	The Shower as well as Springtime
Comedy	8	In A Small Town are two wonderful examples of good Chinese films about PEOPLE!
Drama	8	Almost the entire film takes place in a public bathhouse in China.
Drama	8	An estranged son returns home when he believes his father is dying.
Drama	8	The Shower as well as Springtime
Drama	8	In A Small Town are two wonderful examples of good Chinese films about PEOPLE!
Drama	9	By that measure, Enchanted April is a resounding success.
Drama	9	In short the film is, well, enchanting.
Drama	9	Most highly recommended, particularly if you are a romantic at heart.
Drama	9	Further Deponent Saith Not.
Comedy	7	Amateurish acting, good script and dialogue, a really enjoyable film.
Drama	7	Amateurish acting, good script and dialogue, a really enjoyable film.
Sport	7	Amateurish acting, good script and dialogue, a really enjoyable film.
Adventure	10	(I am Australian).
Adventure	10	Could You please help me and tell me where i can buy it from.
Adventure	10	It was my favourite movie wen
Adventure	10	i was 5 and it still is even now when i am a teenager.
Adventure	10	It is a great movie for the whole family.
Adventure	10	Sally
Comedy	10	(I am Australian).
Comedy	10	Could You please help me and tell me where i can buy it from.
Comedy	10	It was my favourite movie wen
Comedy	10	i was 5 and it still is even now when i am a teenager.
Comedy	10	It is a great movie for the whole family.
Comedy	10	Sally
Drama	10	(I am Australian).
Drama	10	Could You please help me and tell me where i can buy it from.
Drama	10	It was my favourite movie wen
Drama	10	i was 5 and it still is even now when i am a teenager.
Drama	10	It is a great movie for the whole family.
Drama	10	Sally
Drama	8	The movie is okay
Drama	8	The soundtrack is a true classic.
Drama	8	The movie and the album are both very good.
Drama	8	I highly recommend them!
Music	8	The movie is okay
Music	8	The soundtrack is a true classic.
Music	8	The movie and the album are both very good.
Music	8	I highly recommend them!
Musical	8	The movie is okay
Musical	8	The soundtrack is a true classic.
Musical	8	The movie and the album are both very good.
Musical	8	I highly recommend them!
Animation	7	Indeed all of them are stereotypes but that's what makes them so funny.
Comedy	7	Indeed all of them are stereotypes but that's what makes them so funny.
Comedy	7	A an ultra-light amusement for fans of 1930s film.
Comedy	7	Gary F. Taylor, aka GFT, Amazon Reviewer
Musical	7	A an ultra-light amusement for fans of 1930s film.
Musical	7	Gary F. Taylor, aka GFT, Amazon Reviewer
Romance	7	A an ultra-light amusement for fans of 1930s film.
Romance	7	Gary F. Taylor, aka GFT, Amazon Reviewer
Action	8	And who could forget Pax, the beautiful guide dog in the series!
Action	8	Well you never know ...
Action	8	one day Paramount might just dig into its archives and release it on DVD!
Crime	8	And who could forget Pax, the beautiful guide dog in the series!
Crime	8	Well you never know ...
Crime	8	one day Paramount might just dig into its archives and release it on DVD!
Drama	8	And who could forget Pax, the beautiful guide dog in the series!
Drama	8	Well you never know ...
Drama	8	one day Paramount might just dig into its archives and release it on DVD!
Action	10	That's not the case here.
Action	10	This movie just starts off on the right track.
Action	10	Crockzilla scene anyone?
Action	10	That has to be seen, and just try and keep a straight face.
Action	10	It's good to see someone is filling the need in this market.
Action	10	Very well done.
Comedy	10	That's not the case here.
Comedy	10	This movie just starts off on the right track.
Comedy	10	Crockzilla scene anyone?
Comedy	10	That has to be seen, and just try and keep a straight face.
Comedy	10	It's good to see someone is filling the need in this market.
Comedy	10	Very well done.
Drama	10	A definite see!
Drama	10	A definite see!
Horror	10	A definite see!
Horror	10	A definite see!
Thriller	10	A definite see!
Thriller	10	A definite see!
Comedy	10	These Swedes carve out a message that appeals to every heart.
Comedy	10	Don't go see it if you've been normed to Hollywood.
Drama	10	These Swedes carve out a message that appeals to every heart.
Drama	10	Don't go see it if you've been normed to Hollywood.
Music	10	These Swedes carve out a message that appeals to every heart.
Music	10	Don't go see it if you've been normed to Hollywood.
Comedy	7	An effective emotional capper and obviously heartfelt.
Comedy	9	A ham actor on location for a movie bears a resemblance to the dictator.
Romance	9	A ham actor on location for a movie bears a resemblance to the dictator.
Biography	9	The battle scene was superb.
Biography	9	But one bone to pick.
Biography	9	It hurt the realism, but I can live with it.
Biography	9	Fine performance by Eleanor Parker, again, as his girl friend.
Drama	9	The battle scene was superb.
Drama	9	But one bone to pick.
Drama	9	It hurt the realism, but I can live with it.
Drama	9	Fine performance by Eleanor Parker, again, as his girl friend.
Romance	9	The battle scene was superb.
Romance	9	But one bone to pick.
Romance	9	It hurt the realism, but I can live with it.
Romance	9	Fine performance by Eleanor Parker, again, as his girl friend.
Comedy	8	Kid pleasing, and not difficult for a parent to watch, either.
Drama	8	Kid pleasing, and not difficult for a parent to watch, either.
Family	8	Kid pleasing, and not difficult for a parent to watch, either.
Action	10	They don't expect him to explore new frontiers.
Action	10	So this movie toys with your head.
Action	10	It's very cleverly written.
Action	10	This movie is different than Snatch.
Crime	10	They don't expect him to explore new frontiers.
Crime	10	So this movie toys with your head.
Crime	10	It's very cleverly written.
Crime	10	This movie is different than Snatch.
Drama	10	They don't expect him to explore new frontiers.
Drama	10	So this movie toys with your head.
Drama	10	It's very cleverly written.
Drama	10	This movie is different than Snatch.
Drama	10	After seeing this film, you may think Duvall's appearance is reincarnation at
Drama	10	it's best.
Drama	10	One of my most favorite films.
Drama	10	This is a "real moment in time.
Drama	10	"
Drama	10	Life moves on, slowly, but "strangers we do not remain.
Drama	10	"
Drama	7	Great work.
Sport	7	Great work.
Documentary	10	One of the best records of Israel's response to the murder of Rabin.
Documentary	10	Extremely true and natural, it captured the spirit of the nation.
Drama	10	One of the best records of Israel's response to the murder of Rabin.
Drama	10	Extremely true and natural, it captured the spirit of the nation.
Romance	10	One of the best records of Israel's response to the murder of Rabin.
Romance	10	Extremely true and natural, it captured the spirit of the nation.
Drama	10	Family problems abound in real life and that is what this movie is about.
Drama	10	ALL the actors portraying their characters did outstanding performances.
Drama	10	A must see for those who care about their families.
Romance	10	Family problems abound in real life and that is what this movie is about.
Romance	10	ALL the actors portraying their characters did outstanding performances.
Romance	10	A must see for those who care about their families.
Comedy	10	A FROLICS OF YOUTH Short Subject.
Comedy	10	A teenager, embarrassed by his fear of dogs, runs away from home.
Comedy	10	The abandoned spaniel he finds helps to change his mind.
Comedy	10	Highlight: the climactic fisticuffs, which look impressively realistic.
Short	10	A FROLICS OF YOUTH Short Subject.
Short	10	A teenager, embarrassed by his fear of dogs, runs away from home.
Short	10	The abandoned spaniel he finds helps to change his mind.
Short	10	Highlight: the climactic fisticuffs, which look impressively realistic.
Drama	10	Kenneth plays the role of Hamlet with such a distinct emotion that provokes tears.
Drama	10	Kate Winslet's performance is also of great note.
Thriller	8	more so towards Heaton because of the love he feels but is not returned.
Drama	8	A movie you start watching as a late night cable porn.....
Drama	8	It is hot in that department but it has even a lot more....
Drama	8	It has a sense of humor...
Drama	8	A definite adult only movie but well worth watching...
Drama	9	Borgnine is very good and brave in it.
Drama	9	SPOILER WARNING:
Adventure	10	all five goofy Martians, Klembecker the Realtor, Russell the deputy,
Adventure	10	Vern at the "fuel dispensing depot" and so many more!
Adventure	10	MOST DEFINITELY
Adventure	10	A TEN!!!
Comedy	10	all five goofy Martians, Klembecker the Realtor, Russell the deputy,
Comedy	10	Vern at the "fuel dispensing depot" and so many more!
Comedy	10	MOST DEFINITELY
Comedy	10	A TEN!!!
Sci-Fi	10	all five goofy Martians, Klembecker the Realtor, Russell the deputy,
Sci-Fi	10	Vern at the "fuel dispensing depot" and so many more!
Sci-Fi	10	MOST DEFINITELY
Sci-Fi	10	A TEN!!!
Comedy	8	Plenty of cameos for film buffs.
Romance	8	Plenty of cameos for film buffs.
Biography	10	Lovely piece of good cinema.
Biography	10	A beautiful fraternal love story.
Drama	10	Lovely piece of good cinema.
Drama	10	A beautiful fraternal love story.
Comedy	10	This video rocked!
Comedy	10	Eddie is one of the funniest comics I have ever seen.
Documentary	10	This video rocked!
Documentary	10	Eddie is one of the funniest comics I have ever seen.
Biography	9	Von Braun was at Marshall space flight center in Huntsville working for the Army.
Drama	9	Von Braun was at Marshall space flight center in Huntsville working for the Army.
Family	9	Von Braun was at Marshall space flight center in Huntsville working for the Army.
Drama	10	I discovered the film on DVD by accident
Drama	10	and it became one of my most often watched films.
Drama	10	However, it is seldom every seen on cable.
Romance	10	I discovered the film on DVD by accident
Romance	10	and it became one of my most often watched films.
Romance	10	However, it is seldom every seen on cable.
War	10	I discovered the film on DVD by accident
War	10	and it became one of my most often watched films.
War	10	However, it is seldom every seen on cable.
Horror	7	OK, first of all, ignore the last person' review.
Horror	7	Right from the opening scenes you get a general idea
Horror	7	Great to watch late at night!
Horror	7	I give it a generous 7 out of 10.
Mystery	7	OK, first of all, ignore the last person' review.
Mystery	7	Right from the opening scenes you get a general idea
Mystery	7	Great to watch late at night!
Mystery	7	I give it a generous 7 out of 10.
Sci-Fi	7	OK, first of all, ignore the last person' review.
Sci-Fi	7	Right from the opening scenes you get a general idea
Sci-Fi	7	Great to watch late at night!
Sci-Fi	7	I give it a generous 7 out of 10.
Adventure	10	Early Hollywood at it's best!!
Comedy	10	Early Hollywood at it's best!!
War	10	Early Hollywood at it's best!!
Biography	8	By the end, you feel like you've known him your whole life.
Drama	8	By the end, you feel like you've known him your whole life.
Comedy	9	This movie kept me constantly entertained.
Comedy	9	This is not nearly as polished.
Comedy	9	There is a dark side here.
Comedy	9	There is not a false moment in this film.
Comedy	9	The characters are somewhat cartoonish...
Comedy	9	but I want to believe that is what Mr. Waters is trying to achieve.
Comedy	9	It is fascinating to watch how Mr. Waters has evolved...
Comedy	9	This is truly his finest work.
Drama	9	This movie kept me constantly entertained.
Drama	9	This is not nearly as polished.
Drama	9	There is a dark side here.
Drama	9	There is not a false moment in this film.
Drama	9	The characters are somewhat cartoonish...
Drama	9	but I want to believe that is what Mr. Waters is trying to achieve.
Drama	9	It is fascinating to watch how Mr. Waters has evolved...
Drama	9	This is truly his finest work.
Adventure	7	Nothing makes me smile like Bill and Ted.
Adventure	7	Although I love Excellent Adventure, Bogus Journey is funnier to me.
Adventure	7	Death is flippin hilarious and Bill and Ted are even more endearing.
Adventure	7	So watch them just for kicks and giggles!!
Comedy	7	Nothing makes me smile like Bill and Ted.
Comedy	7	Although I love Excellent Adventure, Bogus Journey is funnier to me.
Comedy	7	Death is flippin hilarious and Bill and Ted are even more endearing.
Comedy	7	So watch them just for kicks and giggles!!
Fantasy	7	Nothing makes me smile like Bill and Ted.
Fantasy	7	Although I love Excellent Adventure, Bogus Journey is funnier to me.
Fantasy	7	Death is flippin hilarious and Bill and Ted are even more endearing.
Fantasy	7	So watch them just for kicks and giggles!!
Adventure	9	Wow!
Adventure	9	So much fun!
Adventure	9	F'n rad, and one of Miike's best!
Family	9	Wow!
Family	9	So much fun!
Family	9	F'n rad, and one of Miike's best!
Fantasy	9	Wow!
Fantasy	9	So much fun!
Fantasy	9	F'n rad, and one of Miike's best!
Comedy	8	This comedy with much underlying pain and sadness succeeds where most others fail.
Drama	8	This comedy with much underlying pain and sadness succeeds where most others fail.
Romance	8	This comedy with much underlying pain and sadness succeeds where most others fail.
Adventure	7	However, Eglantine missed her final exams to becoming an accomplished witch.
Adventure	7	Great family entertainment
Adventure	7	and we need more films like this today.
Animation	7	However, Eglantine missed her final exams to becoming an accomplished witch.
Animation	7	Great family entertainment
Animation	7	and we need more films like this today.
Comedy	7	However, Eglantine missed her final exams to becoming an accomplished witch.
Comedy	7	Great family entertainment
Comedy	7	and we need more films like this today.
Horror	8	This is the token moody period Gothic horror entry from the bunch.
Horror	8	Onetime Mexican sex symbol Andres Garcia of "Tintorera" infamy portrays
Horror	8	A real campy hoot.
Mystery	8	This is the token moody period Gothic horror entry from the bunch.
Mystery	8	Onetime Mexican sex symbol Andres Garcia of "Tintorera" infamy portrays
Mystery	8	A real campy hoot.
Drama	8	The themes are universal and everyday: love, friendship, and sacrifice.
Drama	8	I did greatly enjoy the art direction and the acting.
Drama	8	It's a great example of both.
Romance	8	The themes are universal and everyday: love, friendship, and sacrifice.
Romance	8	I did greatly enjoy the art direction and the acting.
Romance	8	It's a great example of both.
Action	7	This movie maybe really bad, but it is alot of fun.
Action	7	The bad acting and poor direction enhance the film's hystericalness.
Action	7	The twins are very funny in their Conanesque roles.
Action	7	I wish Mystery Science Theatre 3000 would have done this!!
Adventure	7	This movie maybe really bad, but it is alot of fun.
Adventure	7	The bad acting and poor direction enhance the film's hystericalness.
Adventure	7	The twins are very funny in their Conanesque roles.
Adventure	7	I wish Mystery Science Theatre 3000 would have done this!!
Fantasy	7	This movie maybe really bad, but it is alot of fun.
Fantasy	7	The bad acting and poor direction enhance the film's hystericalness.
Fantasy	7	The twins are very funny in their Conanesque roles.
Fantasy	7	I wish Mystery Science Theatre 3000 would have done this!!
Comedy	10	It appears that there's no middle ground on this movie!
Fantasy	10	It appears that there's no middle ground on this movie!
Musical	10	It appears that there's no middle ground on this movie!
Comedy	10	what can i say.
Comedy	10	oh yeah those freaking fingers are so weird.
Comedy	10	they scare the heck out of me.
Comedy	10	go, go and get watch it.
Comedy	10	you dont know what your missing.
Family	10	what can i say.
Family	10	oh yeah those freaking fingers are so weird.
Family	10	they scare the heck out of me.
Family	10	go, go and get watch it.
Family	10	you dont know what your missing.
Fantasy	10	what can i say.
Fantasy	10	oh yeah those freaking fingers are so weird.
Fantasy	10	they scare the heck out of me.
Fantasy	10	go, go and get watch it.
Fantasy	10	you dont know what your missing.
Comedy	10	Another example of the unique talents of Cary Grant.
Comedy	10	A performance worthy of Oscar consideration, yet once again shunned by the Academy.
Comedy	10	"The Money Pit".
Romance	10	Another example of the unique talents of Cary Grant.
Romance	10	A performance worthy of Oscar consideration, yet once again shunned by the Academy.
Romance	10	"The Money Pit".
Adventure	8	Don't be put off by various lacklustre reviews.
Drama	8	Don't be put off by various lacklustre reviews.
History	8	Don't be put off by various lacklustre reviews.
Drama	10	As such, they are tried, convicted, and sentenced to death.
Drama	10	A fate for which, as westerners, they are unprepared.
War	10	As such, they are tried, convicted, and sentenced to death.
War	10	A fate for which, as westerners, they are unprepared.
Drama	8	The feel of this movie was amazing.
Drama	8	Adam Sandler's performance was very inspiring.
Drama	8	His character was really interesting.
Drama	8	This movie is definitely worth the watch.
Documentary	7	This movie is probably for you.
Documentary	7	If you're familiar with Buddhism-
Documentary	7	that is the sort of the sense I got out of this film.
Adventure	8	Tripping Over.
Adventure	8	I can safely say I'm now glad that I did.
Adventure	8	Here's to hoping for another season!
Drama	8	Tripping Over.
Drama	8	I can safely say I'm now glad that I did.
Drama	8	Here's to hoping for another season!
Family	8	Tripping Over.
Family	8	I can safely say I'm now glad that I did.
Family	8	Here's to hoping for another season!
Comedy	8	I love this movie because I grew up around harness racing.
Comedy	8	April Love is light and easy to watch, a feel good movie.
Comedy	8	Quite a change from today's standard fare.)
Comedy	8	but it requires a bigger emotional investment.
Drama	8	I love this movie because I grew up around harness racing.
Drama	8	April Love is light and easy to watch, a feel good movie.
Drama	8	Quite a change from today's standard fare.)
Drama	8	but it requires a bigger emotional investment.
Musical	8	I love this movie because I grew up around harness racing.
Musical	8	April Love is light and easy to watch, a feel good movie.
Musical	8	Quite a change from today's standard fare.)
Musical	8	but it requires a bigger emotional investment.
Crime	8	It's your basic 'who done it?
Crime	8	' thriller with sex and murder
Crime	8	but it keeps you guessing right to the end.
Crime	8	I like these kinds of movies
Crime	8	and I certainly think this one meets the standard.
Crime	8	To me it was worth watching more than once
Crime	8	so I'll give it an 8 on imdb.
Drama	8	It's your basic 'who done it?
Drama	8	' thriller with sex and murder
Drama	8	but it keeps you guessing right to the end.
Drama	8	I like these kinds of movies
Drama	8	and I certainly think this one meets the standard.
Drama	8	To me it was worth watching more than once
Drama	8	so I'll give it an 8 on imdb.
Mystery	8	It's your basic 'who done it?
Mystery	8	' thriller with sex and murder
Mystery	8	but it keeps you guessing right to the end.
Mystery	8	I like these kinds of movies
Mystery	8	and I certainly think this one meets the standard.
Mystery	8	To me it was worth watching more than once
Mystery	8	so I'll give it an 8 on imdb.
Adventure	7	The plantation, of course, is endangered by some kind of wild life...
Drama	7	The plantation, of course, is endangered by some kind of wild life...
Comedy	7	Although this movie has some weaknesses, it is worth seeing.
Comedy	7	The story is touching, but it is the performances that soar.
Drama	7	Although this movie has some weaknesses, it is worth seeing.
Drama	7	The story is touching, but it is the performances that soar.
Romance	7	Although this movie has some weaknesses, it is worth seeing.
Romance	7	The story is touching, but it is the performances that soar.
Comedy	10	Davies plays a hick from Georgia who crashes Hollywood with help from Haines.
Comedy	10	A great lampoon on Hollywood and its pretentions.
Romance	10	Davies plays a hick from Georgia who crashes Hollywood with help from Haines.
Romance	10	A great lampoon on Hollywood and its pretentions.
Action	8	When I started watching the show I said "Oh, no!
Action	8	It's as corny as Elfen Lied and
Action	8	not even that bloody!
Action	8	".
Action	8	But this is where the resemblance stops.
Adventure	8	When I started watching the show I said "Oh, no!
Adventure	8	It's as corny as Elfen Lied and
Adventure	8	not even that bloody!
Adventure	8	".
Adventure	8	But this is where the resemblance stops.
Animation	8	When I started watching the show I said "Oh, no!
Animation	8	It's as corny as Elfen Lied and
Animation	8	not even that bloody!
